date,country_name,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,mobility_transit_stations,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_residential,mobility_workplaces,latitude,longitude,location_geometry,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,school_closing,school_closing_flag,workplace_closing,workplace_closing_flag,cancel_public_events,cancel_public_events_flag,restrictions_on_gatherings,restrictions_on_gatherings_flag,close_public_transit,close_public_transit_flag,stay_at_home_requirements,stay_at_home_requirements_flag,restrictions_on_internal_movement,restrictions_on_internal_movement_flag,international_travel_controls,income_support,income_support_flag,debt_contract_relief,fiscal_measures,international_support,public_information_campaigns,public_information_campaigns_flag,testing_policy,contact_tracing,emergency_healthcare_investment,vaccine_investment,misc_wildcard,confirmed_cases,deaths,stringency_index,mobility_transit_stations_response,mobility_retail_and_recreation_response,mobility_grocery_and_pharmacy_response,mobility_parks_response,mobility_residential_response,mobility_workplaces_response
2020-07-23,India,2,1245.0,55.0,105923.0,5930.0,-78.0,-73.0,-33.0,-81.0,25.0,-61.0,,,,,,,,,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1238635.0,29861.0,77.78,-77.0,-73.0,-31.0,-80.0,25.0,-60.0
2020-07-24,India,2,1057.0,54.0,106980.0,5984.0,-77.0,-73.0,-31.0,-80.0,25.0,-60.0,,,,,,,,,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1287945.0,30601.0,77.78,-77.0,-74.0,-33.0,-83.0,24.0,-58.0
2020-07-25,India,2,1080.0,52.0,108060.0,6036.0,-77.0,-74.0,-33.0,-83.0,24.0,-58.0,,,,,,,,,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1336861.0,31358.0,77.78,-77.0,-81.0,-50.0,-85.0,19.0,-44.0
2020-07-26,India,2,1101.0,57.0,109161.0,6093.0,-77.0,-81.0,-50.0,-85.0,19.0,-44.0,,,,,,,,,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1385522.0,32063.0,77.78,-78.0,-73.0,-37.0,-82.0,25.0,-62.0
2020-07-27,India,2,1021.0,39.0,110182.0,6132.0,-78.0,-73.0,-37.0,-82.0,25.0,-62.0,,,,,,,,,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1435453.0,32771.0,77.78,-79.0,-77.0,-46.0,-83.0,27.0,-63.0
2020-07-28,India,2,700.0,55.0,110882.0,6187.0,-79.0,-77.0,-46.0,-83.0,27.0,-63.0,,,,,,,,,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1483156.0,33425.0,77.78,-75.0,-71.0,-27.0,-80.0,23.0,-60.0
2020-07-29,India,2,1109.0,60.0,111991.0,6247.0,-75.0,-71.0,-27.0,-80.0,23.0,-60.0,,,,,,,,,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1531669.0,34193.0,77.78,-76.0,-71.0,-29.0,-79.0,24.0,-62.0
2020-07-30,India,2,1208.0,53.0,113199.0,6300.0,-76.0,-71.0,-29.0,-79.0,24.0,-62.0,,,,,,,,,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1583792.0,34968.0,77.78,-75.0,-69.0,-22.0,-79.0,24.0,-60.0
2020-07-31,India,2,1085.0,53.0,114284.0,6353.0,-75.0,-69.0,-22.0,-79.0,24.0,-60.0,,,,,,,,,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1638870.0,35747.0,77.78,-78.0,-75.0,-39.0,-82.0,24.0,-63.0
2020-08-01,India,2,1047.0,45.0,115331.0,6398.0,-78.0,-75.0,-39.0,-82.0,24.0,-63.0,,,,,,,,,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1695988.0,36511.0,79.63,-74.0,-76.0,-38.0,-82.0,16.0,-44.0
